InventoryID,StoreID,ProductID,CurrentStock,ReorderLevel,MaximumStock,LastRestockedDate,LastModifiedDate,IsActive
INV021760,STR0055,22859,438,62,542,2026-04-23,2026-07-05 19:34:41.423308,True
INV021761,STR0055,84648,45,63,439,2026-05-16,2026-07-05 19:34:41.423343,True
INV021762,STR0055,90120C,513,25,544,2026-03-22,2026-07-05 19:34:41.423379,True
INV021763,STR0055,23576,404,73,499,2026-04-12,2026-07-05 19:34:41.423415,True
INV021764,STR0055,21723,56,68,311,2026-02-08,2026-07-05 19:34:41.423451,True
INV021765,STR0055,22964,9,66,316,2026-02-05,2026-07-05 19:34:41.423487,True
INV021766,STR0055,22703,285,54,327,2026-03-11,2026-07-05 19:34:41.423522,True
INV021767,STR0055,84534B,92,44,548,2026-06-06,2026-07-05 19:34:41.423558,True
INV021768,STR0055,22597,107,37,539,2026-02-18,2026-07-05 19:34:41.423594,True
INV021769,STR0055,21426,93,77,607,2026-04-04,2026-07-05 19:34:41.423629,True
INV021770,STR0055,22694,140,28,642,2026-02-02,2026-07-05 19:34:41.423665,True
INV021771,STR0055,71038,311,80,621,2026-02-07,2026-07-05 19:34:41.423701,True
INV021772,STR0055,78033,189,28,536,2026-06-15,2026-07-05 19:34:41.423764,True
INV021773,STR0055,82607C,169,55,455,2026-03-06,2026-07-05 19:34:41.423800,True
INV021774,STR0055,90026C,66,37,389,2026-06-21,2026-07-05 19:34:41.423835,True
INV021775,STR0055,90125C,24,51,491,2026-02-06,2026-07-05 19:34:41.423871,True
INV021776,STR0055,17191A,21,55,409,2026-06-16,2026-07-05 19:34:41.423907,True
INV021777,STR0055,20941,401,76,634,2026-02-16,2026-07-05 19:34:41.423943,True
INV021778,STR0055,23229,198,52,517,2026-02-24,2026-07-05 19:34:41.423978,True
INV021779,STR0055,17011A,29,45,383,2026-01-23,2026-07-05 19:34:41.424013,True
INV021780,STR0055,21674,5,36,303,2026-03-14,2026-07-05 19:34:41.424048,True
INV021781,STR0055,84527,482,64,538,2026-05-17,2026-07-05 19:34:41.424083,True
INV021782,STR0055,84199,547,47,574,2026-01-31,2026-07-05 19:34:41.424142,True
INV021783,STR0055,37327,61,41,472,2026-03-05,2026-07-05 19:34:41.424185,True
INV021784,STR0055,20769,475,23,686,2026-01-20,2026-07-05 19:34:41.424222,True
INV021785,STR0055,DCGS0076,36,79,391,2026-02-14,2026-07-05 19:34:41.424257,True
INV021786,STR0055,20952,323,57,662,2026-06-11,2026-07-05 19:34:41.424293,True
INV021787,STR0055,22199,168,21,485,2026-06-01,2026-07-05 19:34:41.424328,True
INV021788,STR0055,23058,378,57,406,2026-06-15,2026-07-05 19:34:41.424364,True
INV021789,STR0055,85067,323,43,375,2026-06-24,2026-07-05 19:34:41.424399,True
INV021790,STR0055,20683,498,63,587,2026-03-26,2026-07-05 19:34:41.424435,True
INV021791,STR0055,21312,223,70,565,2026-02-23,2026-07-05 19:34:41.424474,True
INV021792,STR0055,15056N,119,78,357,2026-03-19,2026-07-05 19:34:41.424523,True
INV021793,STR0055,22716,58,60,418,2026-05-01,2026-07-05 19:34:41.424560,True
INV021794,STR0055,37330,19,68,469,2026-02-26,2026-07-05 19:34:41.424596,True
INV021795,STR0055,23129,126,35,315,2026-04-21,2026-07-05 19:34:41.424632,True
INV021796,STR0055,85230G,82,67,572,2026-03-11,2026-07-05 19:34:41.424667,True
INV021797,STR0055,22971,177,61,402,2026-04-03,2026-07-05 19:34:41.424703,True
INV021798,STR0055,21114,41,78,491,2026-05-09,2026-07-05 19:34:41.424738,True
INV021799,STR0055,15059A,87,73,644,2026-02-27,2026-07-05 19:34:41.424774,True
INV021800,STR0055,23482,117,43,487,2026-03-13,2026-07-05 19:34:41.424810,True
INV021801,STR0055,22906,152,75,315,2026-04-05,2026-07-05 19:34:41.424845,True
INV021802,STR0055,84706C,408,23,514,2026-05-10,2026-07-05 19:34:41.424881,True
INV021803,STR0055,84030E,352,38,604,2026-02-23,2026-07-05 19:34:41.424916,True
INV021804,STR0055,20616,22,25,403,2026-01-15,2026-07-05 19:34:41.424953,True
INV021805,STR0055,47593A,51,45,549,2026-06-13,2026-07-05 19:34:41.424989,True
INV021806,STR0055,20963,332,33,489,2026-06-09,2026-07-05 19:34:41.425024,True
INV021807,STR0055,20779,619,46,640,2026-03-06,2026-07-05 19:34:41.425060,True
INV021808,STR0055,85049b,25,56,492,2026-04-06,2026-07-05 19:34:41.425095,True
INV021809,STR0055,23215,557,33,559,2026-02-01,2026-07-05 19:34:41.425156,True
INV021810,STR0055,90082A,452,64,605,2026-03-29,2026-07-05 19:34:41.425196,True
INV021811,STR0055,46775B,360,58,446,2026-05-11,2026-07-05 19:34:41.425237,True
INV021812,STR0055,23843,335,25,474,2026-05-09,2026-07-05 19:34:41.425272,True
INV021813,STR0055,84465,323,50,505,2026-06-24,2026-07-05 19:34:41.425308,True
INV021814,STR0055,23243,20,76,390,2026-04-22,2026-07-05 19:34:41.425343,True
INV021815,STR0055,84661A,449,74,489,2026-03-24,2026-07-05 19:34:41.425382,True
INV021816,STR0055,71459,298,79,319,2026-02-05,2026-07-05 19:34:41.425418,True
INV021817,STR0055,23265,180,46,625,2026-03-14,2026-07-05 19:34:41.425453,True
INV021818,STR0055,84660C,70,46,438,2026-03-14,2026-07-05 19:34:41.425490,True
INV021819,STR0055,90190C,300,21,609,2026-04-17,2026-07-05 19:34:41.425526,True
INV021820,STR0055,22699,84,59,431,2026-01-09,2026-07-05 19:34:41.425562,True
INV021821,STR0055,90072,410,48,502,2026-05-22,2026-07-05 19:34:41.425597,True
INV021822,STR0055,84415B,388,67,618,2026-05-22,2026-07-05 19:34:41.425632,True
INV021823,STR0055,22273,184,56,393,2026-06-14,2026-07-05 19:34:41.425668,True
INV021824,STR0055,16216,521,64,596,2026-05-05,2026-07-05 19:34:41.425704,True
INV021825,STR0055,22541,52,78,405,2026-05-06,2026-07-05 19:34:41.425739,True
INV021826,STR0055,22909,21,41,346,2026-06-10,2026-07-05 19:34:41.425774,True
INV021827,STR0055,22149,295,43,482,2026-03-09,2026-07-05 19:34:41.425809,True
INV021828,STR0055,16020C,51,63,565,2026-04-05,2026-07-05 19:34:41.425844,True
INV021829,STR0055,22773,119,28,624,2026-02-23,2026-07-05 19:34:41.425882,True
INV021830,STR0055,72598,181,63,688,2026-06-30,2026-07-05 19:34:41.425919,True
INV021831,STR0055,47341B,344,45,583,2026-02-12,2026-07-05 19:34:41.425958,True
INV021832,STR0055,37481,78,68,525,2026-05-03,2026-07-05 19:34:41.425993,True
INV021833,STR0055,90123C,127,63,523,2026-06-26,2026-07-05 19:34:41.426028,True
INV021834,STR0055,84424A,161,43,551,2026-05-15,2026-07-05 19:34:41.426064,True
INV021835,STR0055,21485,11,48,580,2026-05-12,2026-07-05 19:34:41.426099,True
INV021836,STR0055,84755,233,22,430,2026-04-05,2026-07-05 19:34:41.426161,True
INV021837,STR0055,84509A,492,51,637,2026-05-28,2026-07-05 19:34:41.426199,True
INV021838,STR0055,23112,41,60,660,2026-02-04,2026-07-05 19:34:41.426235,True
INV021839,STR0055,22516,128,66,597,2026-06-06,2026-07-05 19:34:41.426271,True
INV021840,STR0055,84932B,48,57,577,2026-02-20,2026-07-05 19:34:41.426307,True
INV021841,STR0055,22557,325,78,386,2026-04-26,2026-07-05 19:34:41.426343,True
INV021842,STR0055,22575,195,42,354,2026-03-10,2026-07-05 19:34:41.426378,True
INV021843,STR0055,82615,528,31,588,2026-05-17,2026-07-05 19:34:41.426415,True
INV021844,STR0055,72799E,540,79,618,2026-06-11,2026-07-05 19:34:41.426454,True
INV021845,STR0055,35645,304,62,517,2026-05-01,2026-07-05 19:34:41.426500,True
INV021846,STR0055,23023,116,46,584,2026-03-16,2026-07-05 19:34:41.426539,True
INV021847,STR0055,84616,79,51,316,2026-03-08,2026-07-05 19:34:41.426578,True
INV021848,STR0055,22808,96,65,486,2026-04-24,2026-07-05 19:34:41.426615,True
INV021849,STR0055,37370,291,24,672,2026-05-25,2026-07-05 19:34:41.426651,True
INV021850,STR0055,20977,95,73,506,2026-04-25,2026-07-05 19:34:41.426691,True
INV021851,STR0055,37509,563,40,640,2026-06-10,2026-07-05 19:34:41.426726,True
INV021852,STR0055,20839,432,47,475,2026-05-08,2026-07-05 19:34:41.426762,True
INV021853,STR0055,37112,131,26,609,2026-02-23,2026-07-05 19:34:41.426798,True
INV021854,STR0055,22866,87,62,347,2026-04-24,2026-07-05 19:34:41.426834,True
INV021855,STR0055,22200,22,70,322,2026-05-19,2026-07-05 19:34:41.426869,True
INV021856,STR0055,47566B,7,73,345,2026-04-27,2026-07-05 19:34:41.426904,True
INV021857,STR0055,79172D,187,42,423,2026-01-10,2026-07-05 19:34:41.426939,True
INV021858,STR0055,21640,381,50,489,2026-02-26,2026-07-05 19:34:41.426975,True
INV021859,STR0055,22073,197,21,341,2026-06-02,2026-07-05 19:34:41.427010,True
INV021860,STR0055,23305,255,67,445,2026-02-25,2026-07-05 19:34:41.427046,True
INV021861,STR0055,21398,246,36,597,2026-04-06,2026-07-05 19:34:41.427082,True
INV021862,STR0055,22696,298,66,301,2026-06-23,2026-07-05 19:34:41.427139,True
INV021863,STR0055,84510e,375,59,690,2026-06-28,2026-07-05 19:34:41.427181,True
INV021864,STR0055,84598,426,22,628,2026-05-18,2026-07-05 19:34:41.427218,True
INV021865,STR0055,22789,225,40,624,2026-02-24,2026-07-05 19:34:41.427254,True
INV021866,STR0055,21899,71,49,496,2026-06-01,2026-07-05 19:34:41.427290,True
INV021867,STR0055,21586,491,28,497,2026-01-29,2026-07-05 19:34:41.427327,True
INV021868,STR0055,84306,131,55,503,2026-06-10,2026-07-05 19:34:41.427362,True
INV021869,STR0055,23326,18,32,490,2026-05-28,2026-07-05 19:34:41.427398,True
INV021870,STR0055,22752,95,70,398,2026-02-01,2026-07-05 19:34:41.427438,True
INV021871,STR0055,47505,100,55,653,2026-06-12,2026-07-05 19:34:41.427475,True
INV021872,STR0055,47583B,69,24,399,2026-02-23,2026-07-05 19:34:41.427511,True
INV021873,STR0055,16256C,17,30,450,2026-07-02,2026-07-05 19:34:41.427547,True
INV021874,STR0055,10125,475,30,525,2026-02-20,2026-07-05 19:34:41.427583,True
INV021875,STR0055,21543,263,50,559,2026-03-23,2026-07-05 19:34:41.427620,True
INV021876,STR0055,20657,219,52,587,2026-02-19,2026-07-05 19:34:41.427656,True
INV021877,STR0055,23137,483,48,538,2026-04-23,2026-07-05 19:34:41.427692,True
INV021878,STR0055,16053,221,55,699,2026-05-15,2026-07-05 19:34:41.427740,True
INV021879,STR0055,22719,368,76,382,2026-04-30,2026-07-05 19:34:41.427786,True
INV021880,STR0055,84663A,595,38,606,2026-06-01,2026-07-05 19:34:41.427823,True
INV021881,STR0055,23066,152,77,504,2026-04-16,2026-07-05 19:34:41.427860,True
INV021882,STR0055,37476,184,21,353,2026-02-13,2026-07-05 19:34:41.427896,True
INV021883,STR0055,22275,223,41,326,2026-04-13,2026-07-05 19:34:41.427933,True
INV021884,STR0055,21948,328,41,571,2026-06-07,2026-07-05 19:34:41.427968,True
INV021885,STR0055,21440,253,63,395,2026-03-01,2026-07-05 19:34:41.428004,True
INV021886,STR0055,23430,76,43,441,2026-01-28,2026-07-05 19:34:41.428040,True
INV021887,STR0055,84814B,389,27,422,2026-05-16,2026-07-05 19:34:41.428076,True
INV021888,STR0055,84884A,42,20,650,2026-02-03,2026-07-05 19:34:41.428133,True
INV021889,STR0055,90058A,538,63,646,2026-03-19,2026-07-05 19:34:41.428178,True
INV021890,STR0055,85107,101,60,584,2026-03-24,2026-07-05 19:34:41.428215,True
INV021891,STR0055,90030B,152,71,374,2026-02-23,2026-07-05 19:34:41.428251,True
INV021892,STR0055,48195,94,42,521,2026-03-03,2026-07-05 19:34:41.428287,True
INV021893,STR0055,72807B,129,35,514,2026-07-02,2026-07-05 19:34:41.428322,True
INV021894,STR0055,22037,33,68,388,2026-02-18,2026-07-05 19:34:41.428358,True
INV021895,STR0055,20985,90,76,627,2026-01-14,2026-07-05 19:34:41.428394,True
INV021896,STR0055,37491C,251,75,642,2026-01-10,2026-07-05 19:34:41.428429,True
INV021897,STR0055,21816,257,26,304,2026-04-22,2026-07-05 19:34:41.428465,True
INV021898,STR0055,22712,303,24,639,2026-03-29,2026-07-05 19:34:41.428513,True
INV021899,STR0055,22721,23,71,365,2026-03-28,2026-07-05 19:34:41.428554,True
INV021900,STR0055,35597A,532,62,674,2026-06-02,2026-07-05 19:34:41.428589,True
INV021901,STR0055,35815B,341,39,532,2026-06-09,2026-07-05 19:34:41.428625,True
INV021902,STR0055,21611,57,51,653,2026-04-10,2026-07-05 19:34:41.428661,True
INV021903,STR0055,22148,33,30,407,2026-05-09,2026-07-05 19:34:41.428697,True
INV021904,STR0055,21130,331,57,611,2026-02-15,2026-07-05 19:34:41.428747,True
INV021905,STR0055,22704,391,72,587,2026-02-01,2026-07-05 19:34:41.428785,True
INV021906,STR0055,DCGS0069,85,33,302,2026-05-23,2026-07-05 19:34:41.428821,True
INV021907,STR0055,21630,419,44,573,2026-04-15,2026-07-05 19:34:41.428856,True
INV021908,STR0055,84826,358,34,496,2026-04-11,2026-07-05 19:34:41.428892,True
INV021909,STR0055,85150,30,52,474,2026-05-06,2026-07-05 19:34:41.428931,True
INV021910,STR0055,22589,243,78,319,2026-05-28,2026-07-05 19:34:41.428967,True
INV021911,STR0055,84472,465,20,569,2026-03-09,2026-07-05 19:34:41.429006,True
INV021912,STR0055,22737,283,46,363,2026-06-15,2026-07-05 19:34:41.429044,True
INV021913,STR0055,20783,483,72,689,2026-01-15,2026-07-05 19:34:41.429081,True
INV021914,STR0055,90050,434,53,660,2026-01-31,2026-07-05 19:34:41.429137,True
INV021915,STR0055,21683,340,33,503,2026-01-31,2026-07-05 19:34:41.429179,True
INV021916,STR0055,90184C,243,34,403,2026-05-26,2026-07-05 19:34:41.429215,True
INV021917,STR0055,72818,262,67,471,2026-03-21,2026-07-05 19:34:41.429251,True
INV021918,STR0055,84625B,102,54,385,2026-06-12,2026-07-05 19:34:41.429286,True
INV021919,STR0055,23369,367,23,370,2026-06-14,2026-07-05 19:34:41.429321,True
INV021920,STR0055,35443,66,37,630,2026-02-15,2026-07-05 19:34:41.429357,True
INV021921,STR0055,22701,346,68,571,2026-02-03,2026-07-05 19:34:41.429393,True
INV021922,STR0055,72819,261,80,601,2026-01-19,2026-07-05 19:34:41.429429,True
INV021923,STR0055,21973,159,54,635,2026-02-20,2026-07-05 19:34:41.429466,True
INV021924,STR0055,22531,174,79,664,2026-06-09,2026-07-05 19:34:41.429502,True
INV021925,STR0055,72796C,202,68,408,2026-04-27,2026-07-05 19:34:41.429538,True
INV021926,STR0055,84678,110,51,619,2026-02-07,2026-07-05 19:34:41.429573,True
INV021927,STR0055,22680,118,25,602,2026-01-10,2026-07-05 19:34:41.429609,True
INV021928,STR0055,37502,404,30,495,2026-01-15,2026-07-05 19:34:41.429650,True
INV021929,STR0055,23120,145,56,412,2026-06-29,2026-07-05 19:34:41.429687,True
INV021930,STR0055,72815,186,36,588,2026-02-04,2026-07-05 19:34:41.429723,True
INV021931,STR0055,85124B,233,40,487,2026-02-03,2026-07-05 19:34:41.429759,True
INV021932,STR0055,22128,142,32,652,2026-06-01,2026-07-05 19:34:41.429795,True
INV021933,STR0055,22268,46,28,367,2026-05-29,2026-07-05 19:34:41.429830,True
INV021934,STR0055,23634,346,72,360,2026-05-25,2026-07-05 19:34:41.429866,True
INV021935,STR0055,72799D,52,74,486,2026-01-11,2026-07-05 19:34:41.429908,True
INV021936,STR0055,23217,356,50,587,2026-03-31,2026-07-05 19:34:41.429971,True
INV021937,STR0055,22131,185,65,588,2026-06-19,2026-07-05 19:34:41.430006,True
INV021938,STR0055,23263,427,73,546,2026-02-25,2026-07-05 19:34:41.430042,True
INV021939,STR0055,22726,541,46,625,2026-04-09,2026-07-05 19:34:41.430078,True
INV021940,STR0055,21108,328,79,474,2026-05-31,2026-07-05 19:34:41.430136,True
INV021941,STR0055,35537,232,61,608,2026-02-21,2026-07-05 19:34:41.430179,True
INV021942,STR0055,84927D,113,72,340,2026-04-28,2026-07-05 19:34:41.430216,True
INV021943,STR0055,22493,59,30,476,2026-05-06,2026-07-05 19:34:41.430257,True
INV021944,STR0055,21125,4,38,670,2026-06-13,2026-07-05 19:34:41.430293,True
INV021945,STR0055,22864,6,45,456,2026-06-15,2026-07-05 19:34:41.430330,True
INV021946,STR0055,22327,213,45,680,2026-05-02,2026-07-05 19:34:41.430365,True
INV021947,STR0055,21562,136,24,319,2026-04-18,2026-07-05 19:34:41.430402,True
INV021948,STR0055,84559d,226,39,484,2026-04-06,2026-07-05 19:34:41.430441,True
INV021949,STR0055,84762B,499,41,656,2026-03-15,2026-07-05 19:34:41.430477,True
INV021950,STR0055,22802,346,41,537,2026-02-28,2026-07-05 19:34:41.430522,True
INV021951,STR0055,47580,362,70,600,2026-04-06,2026-07-05 19:34:41.430563,True
INV021952,STR0055,22722,265,75,590,2026-04-07,2026-07-05 19:34:41.430599,True
INV021953,STR0055,22795,299,69,320,2026-02-19,2026-07-05 19:34:41.430634,True
INV021954,STR0055,21223,636,25,669,2026-05-12,2026-07-05 19:34:41.430669,True
INV021955,STR0055,47021G,133,54,497,2026-01-09,2026-07-05 19:34:41.430706,True
INV021956,STR0055,21330,374,80,534,2026-07-05,2026-07-05 19:34:41.430741,True
INV021957,STR0055,85147,478,61,656,2026-04-24,2026-07-05 19:34:41.430776,True
INV021958,STR0055,84531A,34,70,503,2026-05-28,2026-07-05 19:34:41.430813,True
INV021959,STR0055,84458,388,23,652,2026-05-12,2026-07-05 19:34:41.430848,True
INV021960,STR0055,82613B,322,56,681,2026-01-12,2026-07-05 19:34:41.430884,True
INV021961,STR0055,21457,178,28,580,2026-02-15,2026-07-05 19:34:41.430920,True
INV021962,STR0055,79190A,430,60,651,2026-01-13,2026-07-05 19:34:41.430955,True
INV021963,STR0055,21980,70,77,322,2026-05-24,2026-07-05 19:34:41.430991,True
INV021964,STR0055,84690,370,58,643,2026-05-14,2026-07-05 19:34:41.431027,True
INV021965,STR0055,21626,526,56,571,2026-03-20,2026-07-05 19:34:41.431063,True
INV021966,STR0055,84201C,219,43,682,2026-05-20,2026-07-05 19:34:41.431099,True
INV021967,STR0055,84313B,283,64,502,2026-01-26,2026-07-05 19:34:41.431163,True
INV021968,STR0055,16161C,363,22,477,2026-05-21,2026-07-05 19:34:41.431201,True
INV021969,STR0055,84206C,556,38,612,2026-06-06,2026-07-05 19:34:41.431237,True
INV021970,STR0055,90145,218,76,472,2026-05-01,2026-07-05 19:34:41.431273,True
INV021971,STR0055,46000R,108,71,441,2026-06-13,2026-07-05 19:34:41.431308,True
INV021972,STR0055,23010,187,71,417,2026-03-12,2026-07-05 19:34:41.431344,True
INV021973,STR0055,22929,131,24,359,2026-06-23,2026-07-05 19:34:41.431379,True
INV021974,STR0055,22436,136,54,482,2026-01-18,2026-07-05 19:34:41.431415,True
INV021975,STR0055,90016A,125,65,321,2026-03-19,2026-07-05 19:34:41.431454,True
INV021976,STR0055,72800F,326,77,531,2026-06-27,2026-07-05 19:34:41.431492,True
INV021977,STR0055,82613C,278,71,578,2026-06-05,2026-07-05 19:34:41.431529,True
INV021978,STR0055,23568,300,57,312,2026-05-21,2026-07-05 19:34:41.431566,True
INV021979,STR0055,72740B,363,34,592,2026-02-12,2026-07-05 19:34:41.431601,True
INV021980,STR0055,23536,109,36,552,2026-05-11,2026-07-05 19:34:41.431638,True
INV021981,STR0055,21261,317,79,407,2026-01-07,2026-07-05 19:34:41.431674,True
INV021982,STR0055,84986b,419,65,428,2026-05-03,2026-07-05 19:34:41.431711,True
INV021983,STR0055,15056P,78,37,456,2026-02-11,2026-07-05 19:34:41.431747,True
INV021984,STR0055,47504K,495,49,588,2026-04-23,2026-07-05 19:34:41.431783,True
INV021985,STR0055,72122,474,71,613,2026-03-21,2026-07-05 19:34:41.431819,True
INV021986,STR0055,21731,549,22,641,2026-05-26,2026-07-05 19:34:41.431854,True
INV021987,STR0055,84712B,304,24,637,2026-06-12,2026-07-05 19:34:41.431894,True
INV021988,STR0055,22946,212,30,520,2026-01-11,2026-07-05 19:34:41.431930,True
INV021989,STR0055,21446,190,26,411,2026-02-04,2026-07-05 19:34:41.431965,True
INV021990,STR0055,44236,565,23,631,2026-03-29,2026-07-05 19:34:41.432002,True
INV021991,STR0055,22819,212,32,390,2026-05-10,2026-07-05 19:34:41.432037,True
INV021992,STR0055,21989,14,79,365,2026-02-02,2026-07-05 19:34:41.432074,True
INV021993,STR0055,35751D,283,65,436,2026-04-20,2026-07-05 19:34:41.432130,True
INV021994,STR0055,23621,317,57,378,2026-04-16,2026-07-05 19:34:41.432171,True
INV021995,STR0055,21645,565,50,634,2026-07-04,2026-07-05 19:34:41.432210,True
INV021996,STR0055,90067A,299,80,598,2026-02-14,2026-07-05 19:34:41.432248,True
INV021997,STR0055,84595E,288,59,620,2026-01-11,2026-07-05 19:34:41.432284,True
INV021998,STR0055,84279B,125,21,363,2026-05-14,2026-07-05 19:34:41.432320,True
INV021999,STR0055,21733,432,22,474,2026-02-26,2026-07-05 19:34:41.432358,True
INV022000,STR0055,21609,437,30,566,2026-01-14,2026-07-05 19:34:41.432395,True
INV022001,STR0056,22997,181,20,380,2026-04-08,2026-07-05 19:34:41.433170,True
INV022002,STR0056,23295,359,35,372,2026-02-01,2026-07-05 19:34:41.433219,True
INV022003,STR0056,72140F,258,55,514,2026-02-01,2026-07-05 19:34:41.433261,True
INV022004,STR0056,21896,109,55,402,2026-04-30,2026-07-05 19:34:41.433300,True
INV022005,STR0056,21464,18,52,472,2026-06-15,2026-07-05 19:34:41.433338,True
INV022006,STR0056,22340,83,43,412,2026-03-23,2026-07-05 19:34:41.433380,True
INV022007,STR0056,22950,539,40,619,2026-06-29,2026-07-05 19:34:41.433418,True
INV022008,STR0056,47590B,120,48,352,2026-03-10,2026-07-05 19:34:41.433454,True
INV022009,STR0056,21394,456,72,605,2026-02-04,2026-07-05 19:34:41.433491,True
INV022010,STR0056,17013B,5,29,496,2026-05-07,2026-07-05 19:34:41.433528,True
INV022011,STR0056,22313,73,36,399,2026-02-09,2026-07-05 19:34:41.433564,True
INV022012,STR0056,15034,371,21,428,2026-01-31,2026-07-05 19:34:41.433602,True
INV022013,STR0056,90214S,452,55,690,2026-03-28,2026-07-05 19:34:41.433641,True
INV022014,STR0056,79191B,5,40,638,2026-03-28,2026-07-05 19:34:41.433678,True
INV022015,STR0056,22977,195,67,544,2026-01-28,2026-07-05 19:34:41.433716,True
INV022016,STR0056,22826,3,65,323,2026-04-13,2026-07-05 19:34:41.433752,True
INV022017,STR0056,22634,114,67,404,2026-05-03,2026-07-05 19:34:41.433789,True
INV022018,STR0056,21806,221,37,622,2026-03-31,2026-07-05 19:34:41.433825,True
INV022019,STR0056,21698,47,20,344,2026-04-10,2026-07-05 19:34:41.433861,True
INV022020,STR0056,90021,601,61,684,2026-02-26,2026-07-05 19:34:41.433897,True
INV022021,STR0056,22669,221,59,367,2026-03-19,2026-07-05 19:34:41.433933,True
INV022022,STR0056,20670,381,28,479,2026-05-09,2026-07-05 19:34:41.433969,True
INV022023,STR0056,85099C,80,63,694,2026-06-11,2026-07-05 19:34:41.434006,True
INV022024,STR0056,84782C,157,60,501,2026-02-23,2026-07-05 19:34:41.434043,True
INV022025,STR0056,22602,124,54,663,2026-03-12,2026-07-05 19:34:41.434080,True
INV022026,STR0056,23153,367,41,570,2026-07-01,2026-07-05 19:34:41.434150,True
INV022027,STR0056,47420,291,59,370,2026-03-04,2026-07-05 19:34:41.434193,True
INV022028,STR0056,23144,480,67,636,2026-03-30,2026-07-05 19:34:41.434231,True
INV022029,STR0056,84596f,381,69,635,2026-03-08,2026-07-05 19:34:41.434305,True
INV022030,STR0056,22727,359,53,515,2026-03-19,2026-07-05 19:34:41.434343,True
INV022031,STR0056,21525,308,25,654,2026-01-08,2026-07-05 19:34:41.434380,True
INV022032,STR0056,23334,175,31,646,2026-04-14,2026-07-05 19:34:41.434416,True
INV022033,STR0056,37491B,454,37,696,2026-02-13,2026-07-05 19:34:41.434453,True
INV022034,STR0056,72807B,486,33,584,2026-05-15,2026-07-05 19:34:41.434489,True
INV022035,STR0056,72803A,201,55,440,2026-04-01,2026-07-05 19:34:41.434537,True
INV022036,STR0056,20884,401,71,477,2026-02-14,2026-07-05 19:34:41.434576,True
INV022037,STR0056,17084R,160,44,498,2026-01-23,2026-07-05 19:34:41.434613,True
INV022038,STR0056,22214,366,42,655,2026-02-07,2026-07-05 19:34:41.434654,True
INV022039,STR0056,84865,92,66,362,2026-05-24,2026-07-05 19:34:41.434691,True
INV022040,STR0056,90199C,169,31,317,2026-03-14,2026-07-05 19:34:41.434727,True
INV022041,STR0056,22334,282,74,683,2026-06-17,2026-07-05 19:34:41.434764,True
INV022042,STR0056,22469,26,45,458,2026-04-02,2026-07-05 19:34:41.434800,True
INV022043,STR0056,79302M,36,76,436,2026-06-21,2026-07-05 19:34:41.434836,True
INV022044,STR0056,22345,318,20,370,2026-04-23,2026-07-05 19:34:41.434872,True
INV022045,STR0056,22835,587,76,688,2026-03-25,2026-07-05 19:34:41.434912,True
INV022046,STR0056,90214N,371,36,573,2026-03-28,2026-07-05 19:34:41.434949,True
INV022047,STR0056,21928,230,45,548,2026-06-02,2026-07-05 19:34:41.434985,True
INV022048,STR0056,23090,35,51,331,2026-03-10,2026-07-05 19:34:41.435022,True
INV022049,STR0056,23517,175,53,558,2026-05-06,2026-07-05 19:34:41.435058,True
INV022050,STR0056,84660B,217,39,493,2026-06-05,2026-07-05 19:34:41.435097,True
INV022051,STR0056,21351,196,23,604,2026-03-22,2026-07-05 19:34:41.435161,True
INV022052,STR0056,21853,353,20,472,2026-05-02,2026-07-05 19:34:41.435201,True
INV022053,STR0056,22054,58,79,365,2026-04-25,2026-07-05 19:34:41.435238,True
INV022054,STR0056,22241,288,75,465,2026-04-01,2026-07-05 19:34:41.435275,True
INV022055,STR0056,21584,14,21,407,2026-06-22,2026-07-05 19:34:41.435312,True
INV022056,STR0056,84750B,51,23,631,2026-01-12,2026-07-05 19:34:41.435349,True
INV022057,STR0056,84899E,423,27,620,2026-06-06,2026-07-05 19:34:41.435386,True
INV022058,STR0056,84926B,541,52,627,2026-03-08,2026-07-05 19:34:41.435423,True
INV022059,STR0056,21365,526,53,644,2026-06-01,2026-07-05 19:34:41.435458,True
INV022060,STR0056,79302m,115,35,482,2026-01-23,2026-07-05 19:34:41.435495,True
INV022061,STR0056,22717,10,28,660,2026-04-05,2026-07-05 19:34:41.435530,True
INV022062,STR0056,23219,405,52,420,2026-01-13,2026-07-05 19:34:41.435566,True
INV022063,STR0056,35936,365,31,549,2026-07-05,2026-07-05 19:34:41.435601,True
INV022064,STR0056,23131,35,63,355,2026-05-31,2026-07-05 19:34:41.435637,True
INV022065,STR0056,22576,155,33,509,2026-06-27,2026-07-05 19:34:41.435677,True
INV022066,STR0056,90112,296,54,404,2026-02-18,2026-07-05 19:34:41.435713,True
INV022067,STR0056,84963B,319,27,432,2026-03-30,2026-07-05 19:34:41.435749,True
INV022068,STR0056,21544,450,50,454,2026-03-27,2026-07-05 19:34:41.435785,True
INV022069,STR0056,21654,78,77,634,2026-04-01,2026-07-05 19:34:41.435821,True
INV022070,STR0056,90145,127,32,693,2026-04-28,2026-07-05 19:34:41.435860,True
INV022071,STR0056,84809B,8,63,639,2026-04-01,2026-07-05 19:34:41.435898,True
INV022072,STR0056,22980,580,42,651,2026-05-27,2026-07-05 19:34:41.435933,True
INV022073,STR0056,23434,80,64,444,2026-04-29,2026-07-05 19:34:41.435969,True
